"bkz";"freq";"date"
106;8;2020-03-25 02:15:00
107;26;2020-03-25 02:15:00
108;7;2020-03-25 02:15:00
109;28;2020-03-25 02:15:00
201;32;2020-03-25 02:15:00
202;11;2020-03-25 02:15:00
203;3;2020-03-25 02:15:00
204;15;2020-03-25 02:15:00
205;10;2020-03-25 02:15:00
206;11;2020-03-25 02:15:00
207;16;2020-03-25 02:15:00
208;28;2020-03-25 02:15:00
209;14;2020-03-25 02:15:00
210;5;2020-03-25 02:15:00
301;5;2020-03-25 02:15:00
302;19;2020-03-25 02:15:00
303;4;2020-03-25 02:15:00
304;13;2020-03-25 02:15:00
305;96;2020-03-25 02:15:00
306;43;2020-03-25 02:15:00
307;20;2020-03-25 02:15:00
308;19;2020-03-25 02:15:00
309;2;2020-03-25 02:15:00
310;2;2020-03-25 02:15:00
312;68;2020-03-25 02:15:00
313;35;2020-03-25 02:15:00
314;11;2020-03-25 02:15:00
315;29;2020-03-25 02:15:00
316;38;2020-03-25 02:15:00
317;62;2020-03-25 02:15:00
318;63;2020-03-25 02:15:00
319;62;2020-03-25 02:15:00
320;14;2020-03-25 02:15:00
321;60;2020-03-25 02:15:00
322;4;2020-03-25 02:15:00
323;5;2020-03-25 02:15:00
325;5;2020-03-25 02:15:00
401;115;2020-03-25 02:15:00
402;12;2020-03-25 02:15:00
403;32;2020-03-25 02:15:00
404;18;2020-03-25 02:15:00
405;12;2020-03-25 02:15:00
406;47;2020-03-25 02:15:00
407;29;2020-03-25 02:15:00
408;15;2020-03-25 02:15:00
409;19;2020-03-25 02:15:00
410;86;2020-03-25 02:15:00
411;114;2020-03-25 02:15:00
412;20;2020-03-25 02:15:00
413;68;2020-03-25 02:15:00
414;23;2020-03-25 02:15:00
415;39;2020-03-25 02:15:00
416;117;2020-03-25 02:15:00
417;48;2020-03-25 02:15:00
418;44;2020-03-25 02:15:00
501;75;2020-03-25 02:15:00
502;31;2020-03-25 02:15:00
503;74;2020-03-25 02:15:00
504;176;2020-03-25 02:15:00
505;10;2020-03-25 02:15:00
506;127;2020-03-25 02:15:00
601;140;2020-03-25 02:15:00
603;9;2020-03-25 02:15:00
606;55;2020-03-25 02:15:00
610;77;2020-03-25 02:15:00
611;11;2020-03-25 02:15:00
612;40;2020-03-25 02:15:00
614;1;2020-03-25 02:15:00
616;30;2020-03-25 02:15:00
617;56;2020-03-25 02:15:00
620;15;2020-03-25 02:15:00
621;20;2020-03-25 02:15:00
622;106;2020-03-25 02:15:00
623;25;2020-03-25 02:15:00
701;253;2020-03-25 02:15:00
702;103;2020-03-25 02:15:00
703;165;2020-03-25 02:15:00
704;117;2020-03-25 02:15:00
705;127;2020-03-25 02:15:00
706;413;2020-03-25 02:15:00
707;48;2020-03-25 02:15:00
708;24;2020-03-25 02:15:00
709;88;2020-03-25 02:15:00
801;117;2020-03-25 02:15:00
802;96;2020-03-25 02:15:00
803;63;2020-03-25 02:15:00
804;126;2020-03-25 02:15:00
900;677;2020-03-25 02:15:00
101;7;2020-03-25 02:30:00
103;7;2020-03-25 02:30:00
105;4;2020-03-25 02:30:00
106;8;2020-03-25 02:30:00
107;26;2020-03-25 02:30:00
108;7;2020-03-25 02:30:00
109;28;2020-03-25 02:30:00
201;32;2020-03-25 02:30:00
202;11;2020-03-25 02:30:00
203;3;2020-03-25 02:30:00
204;15;2020-03-25 02:30:00
205;10;2020-03-25 02:30:00
206;11;2020-03-25 02:30:00
207;16;2020-03-25 02:30:00
208;28;2020-03-25 02:30:00
209;14;2020-03-25 02:30:00
210;5;2020-03-25 02:30:00
301;5;2020-03-25 02:30:00
302;19;2020-03-25 02:30:00
303;4;2020-03-25 02:30:00
304;13;2020-03-25 02:30:00
305;96;2020-03-25 02:30:00
306;43;2020-03-25 02:30:00
307;20;2020-03-25 02:30:00
308;19;2020-03-25 02:30:00
309;2;2020-03-25 02:30:00
310;2;2020-03-25 02:30:00
312;68;2020-03-25 02:30:00
313;35;2020-03-25 02:30:00
314;11;2020-03-25 02:30:00
315;29;2020-03-25 02:30:00
316;38;2020-03-25 02:30:00
317;62;2020-03-25 02:30:00
318;63;2020-03-25 02:30:00
319;62;2020-03-25 02:30:00
320;14;2020-03-25 02:30:00
321;60;2020-03-25 02:30:00
322;4;2020-03-25 02:30:00
323;5;2020-03-25 02:30:00
325;5;2020-03-25 02:30:00
401;115;2020-03-25 02:30:00
402;12;2020-03-25 02:30:00
403;32;2020-03-25 02:30:00
404;18;2020-03-25 02:30:00
405;12;2020-03-25 02:30:00
406;47;2020-03-25 02:30:00
407;29;2020-03-25 02:30:00
408;15;2020-03-25 02:30:00
409;19;2020-03-25 02:30:00
410;86;2020-03-25 02:30:00
411;114;2020-03-25 02:30:00
412;20;2020-03-25 02:30:00
413;68;2020-03-25 02:30:00
414;23;2020-03-25 02:30:00
415;39;2020-03-25 02:30:00
416;117;2020-03-25 02:30:00
417;48;2020-03-25 02:30:00
418;44;2020-03-25 02:30:00
501;75;2020-03-25 02:30:00
502;31;2020-03-25 02:30:00
503;74;2020-03-25 02:30:00
504;176;2020-03-25 02:30:00
505;10;2020-03-25 02:30:00
506;127;2020-03-25 02:30:00
601;140;2020-03-25 02:30:00
603;9;2020-03-25 02:30:00
606;55;2020-03-25 02:30:00
610;77;2020-03-25 02:30:00
611;11;2020-03-25 02:30:00
612;40;2020-03-25 02:30:00
614;1;2020-03-25 02:30:00
616;30;2020-03-25 02:30:00
617;56;2020-03-25 02:30:00
620;15;2020-03-25 02:30:00
621;20;2020-03-25 02:30:00
622;106;2020-03-25 02:30:00
623;25;2020-03-25 02:30:00
701;253;2020-03-25 02:30:00
702;103;2020-03-25 02:30:00
703;165;2020-03-25 02:30:00
704;117;2020-03-25 02:30:00
705;127;2020-03-25 02:30:00
706;413;2020-03-25 02:30:00
707;48;2020-03-25 02:30:00
708;24;2020-03-25 02:30:00
709;88;2020-03-25 02:30:00
801;117;2020-03-25 02:30:00
802;96;2020-03-25 02:30:00
803;63;2020-03-25 02:30:00
804;126;2020-03-25 02:30:00
900;677;2020-03-25 02:30:00
101;7;2020-03-25 02:45:00
103;7;2020-03-25 02:45:00
105;4;2020-03-25 02:45:00
106;8;2020-03-25 02:45:00
107;26;2020-03-25 02:45:00
108;7;2020-03-25 02:45:00
109;28;2020-03-25 02:45:00
201;32;2020-03-25 02:45:00
202;11;2020-03-25 02:45:00
203;3;2020-03-25 02:45:00
204;15;2020-03-25 02:45:00
205;10;2020-03-25 02:45:00
206;11;2020-03-25 02:45:00
207;16;2020-03-25 02:45:00
208;28;2020-03-25 02:45:00
209;14;2020-03-25 02:45:00
210;5;2020-03-25 02:45:00
301;5;2020-03-25 02:45:00
302;19;2020-03-25 02:45:00
303;4;2020-03-25 02:45:00
304;13;2020-03-25 02:45:00
305;96;2020-03-25 02:45:00
306;43;2020-03-25 02:45:00
307;20;2020-03-25 02:45:00
308;19;2020-03-25 02:45:00
309;2;2020-03-25 02:45:00
310;2;2020-03-25 02:45:00
312;68;2020-03-25 02:45:00
313;35;2020-03-25 02:45:00
314;11;2020-03-25 02:45:00
315;29;2020-03-25 02:45:00
316;38;2020-03-25 02:45:00
317;62;2020-03-25 02:45:00
318;63;2020-03-25 02:45:00
319;62;2020-03-25 02:45:00
320;14;2020-03-25 02:45:00
321;60;2020-03-25 02:45:00
322;4;2020-03-25 02:45:00
323;5;2020-03-25 02:45:00
325;5;2020-03-25 02:45:00
401;115;2020-03-25 02:45:00
402;12;2020-03-25 02:45:00
403;32;2020-03-25 02:45:00
404;18;2020-03-25 02:45:00
405;12;2020-03-25 02:45:00
406;47;2020-03-25 02:45:00
407;29;2020-03-25 02:45:00
408;15;2020-03-25 02:45:00
409;19;2020-03-25 02:45:00
410;86;2020-03-25 02:45:00
411;114;2020-03-25 02:45:00
412;20;2020-03-25 02:45:00
413;68;2020-03-25 02:45:00
414;23;2020-03-25 02:45:00
415;39;2020-03-25 02:45:00
416;117;2020-03-25 02:45:00
417;48;2020-03-25 02:45:00
418;44;2020-03-25 02:45:00
501;75;2020-03-25 02:45:00
502;31;2020-03-25 02:45:00
503;74;2020-03-25 02:45:00
504;176;2020-03-25 02:45:00
505;10;2020-03-25 02:45:00
506;127;2020-03-25 02:45:00
601;140;2020-03-25 02:45:00
603;9;2020-03-25 02:45:00
606;55;2020-03-25 02:45:00
610;77;2020-03-25 02:45:00
611;11;2020-03-25 02:45:00
612;40;2020-03-25 02:45:00
614;1;2020-03-25 02:45:00
616;30;2020-03-25 02:45:00
617;56;2020-03-25 02:45:00
620;15;2020-03-25 02:45:00
621;20;2020-03-25 02:45:00
622;106;2020-03-25 02:45:00
623;25;2020-03-25 02:45:00
701;253;2020-03-25 02:45:00
702;103;2020-03-25 02:45:00
703;165;2020-03-25 02:45:00
704;117;2020-03-25 02:45:00
705;127;2020-03-25 02:45:00
706;413;2020-03-25 02:45:00
707;48;2020-03-25 02:45:00
708;24;2020-03-25 02:45:00
709;88;2020-03-25 02:45:00
801;117;2020-03-25 02:45:00
802;96;2020-03-25 02:45:00
803;63;2020-03-25 02:45:00
804;126;2020-03-25 02:45:00
900;677;2020-03-25 02:45:00
101;7;2020-03-25 03:00:00
103;7;2020-03-25 03:00:00
105;4;2020-03-25 03:00:00
106;8;2020-03-25 03:00:00
107;26;2020-03-25 03:00:00
108;7;2020-03-25 03:00:00
109;28;2020-03-25 03:00:00
201;32;2020-03-25 03:00:00
202;11;2020-03-25 03:00:00
203;3;2020-03-25 03:00:00
204;15;2020-03-25 03:00:00
205;10;2020-03-25 03:00:00
206;11;2020-03-25 03:00:00
207;16;2020-03-25 03:00:00
208;28;2020-03-25 03:00:00
209;14;2020-03-25 03:00:00
210;5;2020-03-25 03:00:00
301;5;2020-03-25 03:00:00
302;19;2020-03-25 03:00:00
303;4;2020-03-25 03:00:00
304;13;2020-03-25 03:00:00
305;96;2020-03-25 03:00:00
306;43;2020-03-25 03:00:00
307;20;2020-03-25 03:00:00
308;19;2020-03-25 03:00:00
309;2;2020-03-25 03:00:00
310;2;2020-03-25 03:00:00
312;68;2020-03-25 03:00:00
313;35;2020-03-25 03:00:00
314;11;2020-03-25 03:00:00
315;29;2020-03-25 03:00:00
316;38;2020-03-25 03:00:00
317;62;2020-03-25 03:00:00
318;63;2020-03-25 03:00:00
319;62;2020-03-25 03:00:00
320;14;2020-03-25 03:00:00
321;60;2020-03-25 03:00:00
322;4;2020-03-25 03:00:00
323;5;2020-03-25 03:00:00
325;5;2020-03-25 03:00:00
401;115;2020-03-25 03:00:00
402;12;2020-03-25 03:00:00
403;32;2020-03-25 03:00:00
404;18;2020-03-25 03:00:00
405;12;2020-03-25 03:00:00
406;47;2020-03-25 03:00:00
407;29;2020-03-25 03:00:00
408;15;2020-03-25 03:00:00
409;19;2020-03-25 03:00:00
410;86;2020-03-25 03:00:00
411;114;2020-03-25 03:00:00
412;20;2020-03-25 03:00:00
413;68;2020-03-25 03:00:00
414;23;2020-03-25 03:00:00
415;39;2020-03-25 03:00:00
416;117;2020-03-25 03:00:00
417;48;2020-03-25 03:00:00
418;44;2020-03-25 03:00:00
501;75;2020-03-25 03:00:00
502;31;2020-03-25 03:00:00
503;74;2020-03-25 03:00:00
504;176;2020-03-25 03:00:00
505;10;2020-03-25 03:00:00
506;127;2020-03-25 03:00:00
601;140;2020-03-25 03:00:00
603;9;2020-03-25 03:00:00
606;55;2020-03-25 03:00:00
610;77;2020-03-25 03:00:00
611;11;2020-03-25 03:00:00
612;40;2020-03-25 03:00:00
614;1;2020-03-25 03:00:00
616;30;2020-03-25 03:00:00
617;56;2020-03-25 03:00:00
620;15;2020-03-25 03:00:00
621;20;2020-03-25 03:00:00
622;106;2020-03-25 03:00:00
623;25;2020-03-25 03:00:00
701;253;2020-03-25 03:00:00
702;103;2020-03-25 03:00:00
703;165;2020-03-25 03:00:00
704;117;2020-03-25 03:00:00
705;127;2020-03-25 03:00:00
706;413;2020-03-25 03:00:00
707;48;2020-03-25 03:00:00
708;24;2020-03-25 03:00:00
709;88;2020-03-25 03:00:00
801;117;2020-03-25 03:00:00
802;96;2020-03-25 03:00:00
803;63;2020-03-25 03:00:00
804;126;2020-03-25 03:00:00
900;677;2020-03-25 03:00:00
101;7;2020-03-25 03:15:00
103;7;2020-03-25 03:15:00
105;4;2020-03-25 03:15:00
106;8;2020-03-25 03:15:00
107;26;2020-03-25 03:15:00
108;7;2020-03-25 03:15:00
109;28;2020-03-25 03:15:00
201;32;2020-03-25 03:15:00
202;11;2020-03-25 03:15:00
203;3;2020-03-25 03:15:00
204;15;2020-03-25 03:15:00
205;10;2020-03-25 03:15:00
206;11;2020-03-25 03:15:00
207;16;2020-03-25 03:15:00
208;28;2020-03-25 03:15:00
209;14;2020-03-25 03:15:00
210;5;2020-03-25 03:15:00
301;5;2020-03-25 03:15:00
302;19;2020-03-25 03:15:00
303;4;2020-03-25 03:15:00
304;13;2020-03-25 03:15:00
305;96;2020-03-25 03:15:00
306;43;2020-03-25 03:15:00
307;20;2020-03-25 03:15:00
308;19;2020-03-25 03:15:00
309;2;2020-03-25 03:15:00
310;2;2020-03-25 03:15:00
312;68;2020-03-25 03:15:00
313;35;2020-03-25 03:15:00
314;11;2020-03-25 03:15:00
315;29;2020-03-25 03:15:00
316;38;2020-03-25 03:15:00
317;62;2020-03-25 03:15:00
318;63;2020-03-25 03:15:00
319;62;2020-03-25 03:15:00
320;14;2020-03-25 03:15:00
321;60;2020-03-25 03:15:00
322;4;2020-03-25 03:15:00
323;5;2020-03-25 03:15:00
325;5;2020-03-25 03:15:00
401;115;2020-03-25 03:15:00
402;12;2020-03-25 03:15:00
403;32;2020-03-25 03:15:00
404;18;2020-03-25 03:15:00
405;12;2020-03-25 03:15:00
406;47;2020-03-25 03:15:00
407;29;2020-03-25 03:15:00
408;15;2020-03-25 03:15:00
409;19;2020-03-25 03:15:00
410;86;2020-03-25 03:15:00
411;114;2020-03-25 03:15:00
412;20;2020-03-25 03:15:00
413;68;2020-03-25 03:15:00
414;23;2020-03-25 03:15:00
415;39;2020-03-25 03:15:00
416;117;2020-03-25 03:15:00
417;48;2020-03-25 03:15:00
418;44;2020-03-25 03:15:00
501;75;2020-03-25 03:15:00
502;31;2020-03-25 03:15:00
503;74;2020-03-25 03:15:00
504;176;2020-03-25 03:15:00
505;10;2020-03-25 03:15:00
506;127;2020-03-25 03:15:00
601;140;2020-03-25 03:15:00
603;9;2020-03-25 03:15:00
606;55;2020-03-25 03:15:00
610;77;2020-03-25 03:15:00
611;11;2020-03-25 03:15:00
612;40;2020-03-25 03:15:00
614;1;2020-03-25 03:15:00
616;30;2020-03-25 03:15:00
617;56;2020-03-25 03:15:00
620;15;2020-03-25 03:15:00
621;20;2020-03-25 03:15:00
622;106;2020-03-25 03:15:00
623;25;2020-03-25 03:15:00
701;253;2020-03-25 03:15:00
702;103;2020-03-25 03:15:00
703;165;2020-03-25 03:15:00
704;117;2020-03-25 03:15:00
705;127;2020-03-25 03:15:00
706;413;2020-03-25 03:15:00
707;48;2020-03-25 03:15:00
708;24;2020-03-25 03:15:00
709;88;2020-03-25 03:15:00
801;117;2020-03-25 03:15:00
802;96;2020-03-25 03:15:00
803;63;2020-03-25 03:15:00
804;126;2020-03-25 03:15:00
900;677;2020-03-25 03:15:00
101;7;2020-03-25 03:30:00
103;7;2020-03-25 03:30:00
105;4;2020-03-25 03:30:00
106;8;2020-03-25 03:30:00
107;26;2020-03-25 03:30:00
108;7;2020-03-25 03:30:00
109;28;2020-03-25 03:30:00
201;32;2020-03-25 03:30:00
202;11;2020-03-25 03:30:00
203;3;2020-03-25 03:30:00
204;15;2020-03-25 03:30:00
205;10;2020-03-25 03:30:00
206;11;2020-03-25 03:30:00
207;16;2020-03-25 03:30:00
208;28;2020-03-25 03:30:00
209;14;2020-03-25 03:30:00
210;5;2020-03-25 03:30:00
301;5;2020-03-25 03:30:00
302;19;2020-03-25 03:30:00
303;4;2020-03-25 03:30:00
304;13;2020-03-25 03:30:00
305;96;2020-03-25 03:30:00
306;43;2020-03-25 03:30:00
307;20;2020-03-25 03:30:00
308;19;2020-03-25 03:30:00
309;2;2020-03-25 03:30:00
310;2;2020-03-25 03:30:00
312;68;2020-03-25 03:30:00
313;35;2020-03-25 03:30:00
314;11;2020-03-25 03:30:00
315;29;2020-03-25 03:30:00
316;38;2020-03-25 03:30:00
317;62;2020-03-25 03:30:00
318;63;2020-03-25 03:30:00
319;62;2020-03-25 03:30:00
320;14;2020-03-25 03:30:00
321;60;2020-03-25 03:30:00
322;4;2020-03-25 03:30:00
323;5;2020-03-25 03:30:00
325;5;2020-03-25 03:30:00
401;115;2020-03-25 03:30:00
402;12;2020-03-25 03:30:00
403;32;2020-03-25 03:30:00
404;18;2020-03-25 03:30:00
405;12;2020-03-25 03:30:00
406;47;2020-03-25 03:30:00
407;29;2020-03-25 03:30:00
408;15;2020-03-25 03:30:00
409;19;2020-03-25 03:30:00
410;86;2020-03-25 03:30:00
411;114;2020-03-25 03:30:00
412;20;2020-03-25 03:30:00
413;68;2020-03-25 03:30:00
414;23;2020-03-25 03:30:00
415;39;2020-03-25 03:30:00
416;117;2020-03-25 03:30:00
417;48;2020-03-25 03:30:00
418;44;2020-03-25 03:30:00
501;75;2020-03-25 03:30:00
502;31;2020-03-25 03:30:00
503;74;2020-03-25 03:30:00
504;176;2020-03-25 03:30:00
505;10;2020-03-25 03:30:00
506;127;2020-03-25 03:30:00
601;140;2020-03-25 03:30:00
603;9;2020-03-25 03:30:00
606;55;2020-03-25 03:30:00
610;77;2020-03-25 03:30:00
611;11;2020-03-25 03:30:00
612;40;2020-03-25 03:30:00
614;1;2020-03-25 03:30:00
616;30;2020-03-25 03:30:00
617;56;2020-03-25 03:30:00
620;15;2020-03-25 03:30:00
621;20;2020-03-25 03:30:00
622;106;2020-03-25 03:30:00
623;25;2020-03-25 03:30:00
701;253;2020-03-25 03:30:00
702;103;2020-03-25 03:30:00
703;165;2020-03-25 03:30:00
704;117;2020-03-25 03:30:00
705;127;2020-03-25 03:30:00
706;413;2020-03-25 03:30:00
707;48;2020-03-25 03:30:00
708;24;2020-03-25 03:30:00
709;88;2020-03-25 03:30:00
801;117;2020-03-25 03:30:00
802;96;2020-03-25 03:30:00
803;63;2020-03-25 03:30:00
804;126;2020-03-25 03:30:00
900;677;2020-03-25 03:30:00
101;7;2020-03-25 03:45:00
103;7;2020-03-25 03:45:00
105;4;2020-03-25 03:45:00
106;8;2020-03-25 03:45:00
107;26;2020-03-25 03:45:00
108;7;2020-03-25 03:45:00
109;28;2020-03-25 03:45:00
201;32;2020-03-25 03:45:00
202;11;2020-03-25 03:45:00
203;3;2020-03-25 03:45:00
204;15;2020-03-25 03:45:00
205;10;2020-03-25 03:45:00
206;11;2020-03-25 03:45:00
207;16;2020-03-25 03:45:00
208;28;2020-03-25 03:45:00
209;14;2020-03-25 03:45:00
210;5;2020-03-25 03:45:00
301;5;2020-03-25 03:45:00
302;19;2020-03-25 03:45:00
303;4;2020-03-25 03:45:00
304;13;2020-03-25 03:45:00
305;96;2020-03-25 03:45:00
306;43;2020-03-25 03:45:00
307;20;2020-03-25 03:45:00
308;19;2020-03-25 03:45:00
309;2;2020-03-25 03:45:00
310;2;2020-03-25 03:45:00
312;68;2020-03-25 03:45:00
313;35;2020-03-25 03:45:00
314;11;2020-03-25 03:45:00
315;29;2020-03-25 03:45:00
316;38;2020-03-25 03:45:00
317;62;2020-03-25 03:45:00
318;63;2020-03-25 03:45:00
319;62;2020-03-25 03:45:00
320;14;2020-03-25 03:45:00
321;60;2020-03-25 03:45:00
322;4;2020-03-25 03:45:00
323;5;2020-03-25 03:45:00
325;5;2020-03-25 03:45:00
401;115;2020-03-25 03:45:00
402;12;2020-03-25 03:45:00
403;32;2020-03-25 03:45:00
404;18;2020-03-25 03:45:00
405;12;2020-03-25 03:45:00
406;47;2020-03-25 03:45:00
407;29;2020-03-25 03:45:00
408;15;2020-03-25 03:45:00
409;19;2020-03-25 03:45:00
410;86;2020-03-25 03:45:00
411;114;2020-03-25 03:45:00
412;20;2020-03-25 03:45:00
413;68;2020-03-25 03:45:00
414;23;2020-03-25 03:45:00
415;39;2020-03-25 03:45:00
416;117;2020-03-25 03:45:00
417;48;2020-03-25 03:45:00
418;44;2020-03-25 03:45:00
501;75;2020-03-25 03:45:00
502;31;2020-03-25 03:45:00
503;74;2020-03-25 03:45:00
504;176;2020-03-25 03:45:00
505;10;2020-03-25 03:45:00
506;127;2020-03-25 03:45:00
601;140;2020-03-25 03:45:00
603;9;2020-03-25 03:45:00
606;55;2020-03-25 03:45:00
610;77;2020-03-25 03:45:00
611;11;2020-03-25 03:45:00
612;40;2020-03-25 03:45:00
614;1;2020-03-25 03:45:00
616;30;2020-03-25 03:45:00
617;56;2020-03-25 03:45:00
620;15;2020-03-25 03:45:00
621;20;2020-03-25 03:45:00
622;106;2020-03-25 03:45:00
623;25;2020-03-25 03:45:00
701;253;2020-03-25 03:45:00
702;103;2020-03-25 03:45:00
703;165;2020-03-25 03:45:00
704;117;2020-03-25 03:45:00
705;127;2020-03-25 03:45:00
706;413;2020-03-25 03:45:00
707;48;2020-03-25 03:45:00
708;24;2020-03-25 03:45:00
709;88;2020-03-25 03:45:00
801;117;2020-03-25 03:45:00
802;96;2020-03-25 03:45:00
803;63;2020-03-25 03:45:00
804;126;2020-03-25 03:45:00
900;677;2020-03-25 03:45:00
101;7;2020-03-25 04:00:00
103;7;2020-03-25 04:00:00
105;4;2020-03-25 04:00:00
106;8;2020-03-25 04:00:00
107;26;2020-03-25 04:00:00
108;7;2020-03-25 04:00:00
109;28;2020-03-25 04:00:00
201;32;2020-03-25 04:00:00
202;11;2020-03-25 04:00:00
203;3;2020-03-25 04:00:00
204;15;2020-03-25 04:00:00
205;10;2020-03-25 04:00:00
206;11;2020-03-25 04:00:00
207;16;2020-03-25 04:00:00
208;28;2020-03-25 04:00:00
209;14;2020-03-25 04:00:00
210;5;2020-03-25 04:00:00
301;5;2020-03-25 04:00:00
302;19;2020-03-25 04:00:00
303;4;2020-03-25 04:00:00
304;13;2020-03-25 04:00:00
305;96;2020-03-25 04:00:00
306;43;2020-03-25 04:00:00
307;20;2020-03-25 04:00:00
308;19;2020-03-25 04:00:00
309;2;2020-03-25 04:00:00
310;2;2020-03-25 04:00:00
312;68;2020-03-25 04:00:00
313;35;2020-03-25 04:00:00
314;11;2020-03-25 04:00:00
315;29;2020-03-25 04:00:00
316;38;2020-03-25 04:00:00
317;62;2020-03-25 04:00:00
318;63;2020-03-25 04:00:00
319;62;2020-03-25 04:00:00
320;14;2020-03-25 04:00:00
321;60;2020-03-25 04:00:00
322;4;2020-03-25 04:00:00
323;5;2020-03-25 04:00:00
325;5;2020-03-25 04:00:00
401;115;2020-03-25 04:00:00
402;12;2020-03-25 04:00:00
403;32;2020-03-25 04:00:00
404;18;2020-03-25 04:00:00
405;12;2020-03-25 04:00:00
406;47;2020-03-25 04:00:00
407;29;2020-03-25 04:00:00
408;15;2020-03-25 04:00:00
409;19;2020-03-25 04:00:00
410;86;2020-03-25 04:00:00
411;114;2020-03-25 04:00:00
412;20;2020-03-25 04:00:00
413;68;2020-03-25 04:00:00
414;23;2020-03-25 04:00:00
415;39;2020-03-25 04:00:00
416;117;2020-03-25 04:00:00
417;48;2020-03-25 04:00:00
418;44;2020-03-25 04:00:00
501;75;2020-03-25 04:00:00
502;31;2020-03-25 04:00:00
503;74;2020-03-25 04:00:00
504;176;2020-03-25 04:00:00
505;10;2020-03-25 04:00:00
506;127;2020-03-25 04:00:00
601;140;2020-03-25 04:00:00
603;9;2020-03-25 04:00:00
606;55;2020-03-25 04:00:00
610;77;2020-03-25 04:00:00
611;11;2020-03-25 04:00:00
612;40;2020-03-25 04:00:00
614;1;2020-03-25 04:00:00
616;30;2020-03-25 04:00:00
617;56;2020-03-25 04:00:00
620;15;2020-03-25 04:00:00
621;20;2020-03-25 04:00:00
622;106;2020-03-25 04:00:00
623;25;2020-03-25 04:00:00
701;253;2020-03-25 04:00:00
702;103;2020-03-25 04:00:00
703;165;2020-03-25 04:00:00
704;117;2020-03-25 04:00:00
705;127;2020-03-25 04:00:00
706;413;2020-03-25 04:00:00
707;48;2020-03-25 04:00:00
708;24;2020-03-25 04:00:00
709;88;2020-03-25 04:00:00
801;117;2020-03-25 04:00:00
802;96;2020-03-25 04:00:00
803;63;2020-03-25 04:00:00
804;126;2020-03-25 04:00:00
900;677;2020-03-25 04:00:00
101;7;2020-03-25 04:15:00
103;7;2020-03-25 04:15:00
105;4;2020-03-25 04:15:00
106;8;2020-03-25 04:15:00
107;26;2020-03-25 04:15:00
108;7;2020-03-25 04:15:00
109;28;2020-03-25 04:15:00
201;32;2020-03-25 04:15:00
202;11;2020-03-25 04:15:00
203;3;2020-03-25 04:15:00
204;15;2020-03-25 04:15:00
205;10;2020-03-25 04:15:00
206;11;2020-03-25 04:15:00
207;16;2020-03-25 04:15:00
208;28;2020-03-25 04:15:00
209;14;2020-03-25 04:15:00
210;5;2020-03-25 04:15:00
301;5;2020-03-25 04:15:00
302;19;2020-03-25 04:15:00
303;4;2020-03-25 04:15:00
304;13;2020-03-25 04:15:00
305;96;2020-03-25 04:15:00
306;43;2020-03-25 04:15:00
307;20;2020-03-25 04:15:00
308;19;2020-03-25 04:15:00
309;2;2020-03-25 04:15:00
310;2;2020-03-25 04:15:00
312;68;2020-03-25 04:15:00
313;35;2020-03-25 04:15:00
314;11;2020-03-25 04:15:00
315;29;2020-03-25 04:15:00
316;38;2020-03-25 04:15:00
317;62;2020-03-25 04:15:00
318;63;2020-03-25 04:15:00
319;62;2020-03-25 04:15:00
320;14;2020-03-25 04:15:00
321;60;2020-03-25 04:15:00
322;4;2020-03-25 04:15:00
323;5;2020-03-25 04:15:00
325;5;2020-03-25 04:15:00
401;115;2020-03-25 04:15:00
402;12;2020-03-25 04:15:00
403;32;2020-03-25 04:15:00
404;18;2020-03-25 04:15:00
405;12;2020-03-25 04:15:00
406;47;2020-03-25 04:15:00
407;29;2020-03-25 04:15:00
408;15;2020-03-25 04:15:00
409;19;2020-03-25 04:15:00
410;86;2020-03-25 04:15:00
411;114;2020-03-25 04:15:00
412;20;2020-03-25 04:15:00
413;68;2020-03-25 04:15:00
414;23;2020-03-25 04:15:00
415;39;2020-03-25 04:15:00
416;117;2020-03-25 04:15:00
417;48;2020-03-25 04:15:00
418;44;2020-03-25 04:15:00
501;75;2020-03-25 04:15:00
502;31;2020-03-25 04:15:00
503;74;2020-03-25 04:15:00
504;176;2020-03-25 04:15:00
505;10;2020-03-25 04:15:00
506;127;2020-03-25 04:15:00
601;140;2020-03-25 04:15:00
603;9;2020-03-25 04:15:00
606;55;2020-03-25 04:15:00
610;77;2020-03-25 04:15:00
611;11;2020-03-25 04:15:00
612;40;2020-03-25 04:15:00
614;1;2020-03-25 04:15:00
616;30;2020-03-25 04:15:00
617;56;2020-03-25 04:15:00
620;15;2020-03-25 04:15:00
621;20;2020-03-25 04:15:00
622;106;2020-03-25 04:15:00
623;25;2020-03-25 04:15:00
701;253;2020-03-25 04:15:00
702;103;2020-03-25 04:15:00
703;165;2020-03-25 04:15:00
704;117;2020-03-25 04:15:00
705;127;2020-03-25 04:15:00
706;413;2020-03-25 04:15:00
707;48;2020-03-25 04:15:00
708;24;2020-03-25 04:15:00
709;88;2020-03-25 04:15:00
801;117;2020-03-25 04:15:00
802;96;2020-03-25 04:15:00
803;63;2020-03-25 04:15:00
804;126;2020-03-25 04:15:00
900;677;2020-03-25 04:15:00
101;7;2020-03-25 04:30:00
103;7;2020-03-25 04:30:00
105;4;2020-03-25 04:30:00
106;8;2020-03-25 04:30:00
107;26;2020-03-25 04:30:00
108;7;2020-03-25 04:30:00
